fiber_id,sample_id,diameter_um,length_um,orientation_theta,orientation_psi,curvature,n_contacts,mean_contact_area_um2,volume_voxels
F002654,S014,21.4,1047.0,81.52,266.49,0.00099,4,16.91,538
F002655,S014,18.89,497.2,41.6,258.26,0.01411,4,5.75,170
F002656,S014,17.36,585.7,24.34,61.79,0.00557,1,285.03,151
F002657,S014,28.25,507.2,44.28,60.33,0.00035,2,61.11,422
F002658,S014,26.13,583.1,25.09,207.41,0.02415,3,134.4,407
F002659,S014,28.65,726.7,51.74,61.69,0.00545,2,55.98,632
F002660,S014,23.75,975.3,6.1,285.98,0.00387,3,56.69,441
F002661,S014,25.42,548.5,50.35,86.71,0.00567,2,8.72,334
F002662,S014,27.04,824.0,57.57,350.71,0.00335,3,1.88,551
F002663,S014,10.88,725.7,7.82,197.28,0.00124,3,82.32,92
F002664,S014,17.91,596.7,89.49,129.23,0.00122,1,67.47,212
F002665,S014,23.98,870.6,74.94,200.68,0.00813,2,54.31,508
F002666,S014,27.12,772.0,61.67,177.97,0.01819,4,23.86,520
F002667,S014,22.47,679.2,5.19,304.26,0.00882,0,0.0,307
F002668,S014,24.25,825.9,60.88,203.64,0.01434,4,2.2,498
F002669,S014,18.35,796.2,21.58,209.79,0.01257,4,217.55,243
F002670,S014,26.39,879.7,36.7,9.31,0.02949,1,69.55,601
F002671,S014,24.24,647.9,44.03,304.07,0.00168,2,163.08,409
F002672,S014,21.65,565.8,78.05,60.95,0.0546,2,132.74,218
F002673,S014,21.63,604.2,22.73,228.57,0.00164,4,195.99,238
F002674,S014,25.2,811.6,64.83,67.28,0.02441,2,66.68,470
F002675,S014,21.38,590.8,80.03,245.37,0.00182,0,0.0,280
F002676,S014,23.36,709.0,47.65,334.83,0.0126,3,144.61,376
F002677,S014,17.69,637.4,20.9,145.59,0.00319,4,54.78,153
F002678,S014,17.52,557.1,76.62,177.87,0.00113,2,1.99,184
F002679,S014,27.88,804.2,60.79,115.47,0.00514,2,82.82,665
F002680,S014,17.42,697.9,17.78,274.88,0.01719,4,17.22,209
F002681,S014,25.53,676.9,55.42,184.65,0.01024,1,63.81,447
F002682,S014,27.59,585.7,11.12,168.99,0.01929,1,1.62,389
F002683,S014,24.19,607.3,7.3,162.66,0.00233,2,64.01,333
F002684,S014,35.38,528.9,49.54,11.08,0.00137,2,130.18,603
F002685,S014,23.14,552.8,30.4,261.73,0.00265,4,22.62,289
F002686,S014,15.09,546.7,65.15,303.85,0.00838,1,6.16,124
F002687,S014,22.34,1013.3,81.9,324.06,0.0068,2,3.9,381
F002688,S014,24.16,549.8,20.06,239.85,0.03107,1,1.19,301
F002689,S014,25.02,590.5,73.12,290.98,0.00507,2,11.47,321
F002690,S014,15.05,532.7,32.0,77.72,0.00147,1,103.11,93
F002691,S014,25.21,618.7,22.49,64.78,0.00131,0,0.0,318
F002692,S014,20.91,619.0,25.3,244.76,0.01974,7,204.4,252
F002693,S014,29.9,822.2,75.79,20.18,0.00144,3,0.89,759
F002694,S015,20.27,703.2,3.86,84.35,0.00191,5,63.57,43
F002695,S015,30.39,798.5,27.12,146.99,0.00273,3,7.22,160
F002696,S015,24.05,910.5,86.88,135.05,0.00209,0,0.0,111
F002697,S015,25.23,527.8,41.29,4.02,0.01433,4,203.71,58
F002698,S015,18.15,655.3,59.99,149.43,0.00053,4,3.65,43
F002699,S015,28.12,896.3,0.22,109.01,0.02734,5,17.75,143
F002700,S015,35.95,781.9,6.72,16.75,0.00293,1,12.14,153
F002701,S015,16.07,527.9,49.84,23.39,0.00798,1,85.04,23
F002702,S015,37.48,833.6,43.1,26.62,0.00053,5,23.76,188
F002703,S015,29.65,756.0,2.54,19.99,0.00114,2,33.59,138
F002704,S015,27.86,633.5,38.28,159.1,0.00463,1,69.71,91
F002705,S015,24.73,635.2,23.25,153.85,0.0026,4,8.45,80
F002706,S015,20.53,725.0,14.78,93.91,0.0077,1,17.94,50
F002707,S015,19.0,683.6,45.25,186.58,0.01222,2,2.3,51
F002708,S015,37.92,755.6,40.89,234.03,0.00203,1,39.91,207
F002709,S015,31.2,895.1,73.37,123.05,0.00153,7,48.14,182
F002710,S015,20.23,675.8,59.06,329.41,0.00186,4,5.27,50
F002711,S015,25.76,441.8,34.29,128.72,0.00466,4,55.16,47
F002712,S015,17.98,659.0,87.69,251.93,0.02978,3,118.01,44
F002713,S015,27.37,410.2,25.92,8.27,0.00942,3,4.22,48
F002714,S015,25.6,636.3,6.13,66.8,0.00271,4,87.51,87
F002715,S015,24.22,942.8,75.06,210.93,0.0001,4,0.34,118
F002716,S015,27.24,571.6,61.93,25.05,0.00745,3,27.12,86
F002717,S015,30.53,534.8,35.13,348.08,0.00563,2,95.51,107
F002718,S015,32.05,541.8,36.43,0.2,0.00505,3,39.91,119
F002719,S015,26.97,339.9,78.84,323.95,0.0012,3,26.87,45
F002720,S015,23.46,431.8,15.81,198.41,0.00519,3,13.72,51
F002721,S015,17.0,823.4,87.56,308.62,0.01588,3,5.51,41
F002722,S015,25.36,530.7,65.47,38.85,0.00088,2,46.91,73
F002723,S015,31.33,631.8,75.0,255.07,0.0047,0,0.0,100
F002724,S015,16.73,737.0,59.88,353.89,0.01287,1,8.06,44
F002725,S015,20.47,549.1,46.05,290.55,0.0034,0,0.0,46
F002726,S015,21.01,771.7,55.52,75.07,0.0173,0,0.0,57
F002727,S015,17.94,757.2,4.29,242.74,0.0481,5,35.95,54
F002728,S015,25.78,639.4,71.43,54.28,0.00288,3,10.48,73
F002729,S015,24.33,792.2,72.91,309.7,0.00077,2,236.15,99
F002730,S015,21.15,739.7,30.43,129.91,0.00699,4,2.28,53
F002731,S015,28.95,660.5,35.51,176.19,0.00526,1,6.75,115
F002732,S015,25.61,609.9,31.54,279.4,0.00041,4,39.07,64
F002733,S015,28.74,463.2,4.26,28.75,0.00533,4,29.51,81
F002734,S015,20.79,562.2,81.78,89.5,0.01969,2,32.19,38
F002735,S015,33.54,473.0,60.72,209.08,0.02056,3,59.37,82
F002736,S015,24.32,886.6,87.88,11.43,0.0206,3,0.74,101
F002737,S015,24.6,666.9,87.1,227.83,0.00035,1,55.77,60
F002738,S015,21.01,836.6,64.79,172.09,0.02306,3,28.2,81
F002739,S015,18.91,797.2,75.82,111.91,0.0027,3,31.95,59
F002740,S015,32.49,536.1,1.45,43.49,0.01196,3,23.4,104
F002741,S015,23.22,605.1,16.7,130.53,0.00235,3,116.99,62
F002742,S015,28.59,675.2,59.85,267.29,0.00309,2,30.81,86
F002743,S015,22.79,850.8,56.45,164.29,0.01408,2,29.9,84
F002744,S015,29.75,804.6,53.26,332.12,0.03821,3,32.83,133
F002745,S015,18.19,898.3,89.24,348.94,0.01599,6,1.46,58
F002746,S015,19.51,587.5,76.71,299.16,0.00398,2,15.93,44
F002747,S015,24.53,754.8,70.92,301.49,0.00687,2,89.89,94
F002748,S015,23.28,739.4,66.35,315.91,0.01152,1,23.43,86
F002749,S015,19.82,697.6,89.6,164.17,0.01562,3,46.3,44
F002750,S015,26.74,717.0,48.68,303.9,0.01546,4,45.66,86
F002751,S015,26.13,748.8,28.84,57.88,0.0074,3,32.84,100
F002752,S015,26.26,762.4,21.61,347.28,0.00889,2,22.23,90
F002753,S015,30.44,828.4,68.55,80.79,0.01428,5,35.04,120
F002754,S015,28.54,392.8,60.77,75.8,0.00653,1,8.28,66
F002755,S015,24.1,847.6,39.2,62.18,0.00688,3,5.41,91
F002756,S015,21.78,903.9,4.24,307.02,0.00157,0,0.0,68
F002757,S015,20.63,632.8,69.17,317.8,0.01074,5,76.88,41
F002758,S015,29.99,779.3,82.07,84.6,0.01694,0,0.0,114
F002759,S015,20.3,619.0,22.61,294.08,0.01419,4,24.38,54
F002760,S015,27.15,698.4,54.05,304.93,0.00861,4,10.68,112
F002761,S015,24.03,542.0,86.22,201.54,0.03607,4,20.57,65
F002762,S015,12.79,555.2,86.6,6.84,0.01469,5,13.08,15
F002763,S015,17.7,722.7,72.79,167.19,0.00329,5,19.46,41
F002764,S015,22.84,649.6,52.68,120.27,0.00305,1,57.12,54
F002765,S015,24.87,887.3,30.8,174.72,0.00464,2,31.04,91
F002766,S015,18.7,703.2,69.67,265.84,0.00231,0,0.0,50
F002767,S015,32.39,570.7,75.61,87.94,0.00762,4,62.33,104
F002768,S015,25.37,608.8,43.0,137.57,0.01924,4,292.66,73
F002769,S015,34.37,524.3,20.73,334.32,0.01418,4,82.46,95
F002770,S015,25.13,952.9,67.93,320.06,0.00903,7,6.69,118
F002771,S015,17.1,737.5,16.69,89.43,0.00191,2,15.33,45
F002772,S015,28.37,632.4,1.04,102.83,5e-05,0,0.0,76
F002773,S015,22.92,459.2,71.85,185.83,0.00223,4,70.02,52
F002774,S015,35.2,748.2,77.3,229.5,0.01651,4,60.48,157
F002775,S015,23.18,647.3,84.36,28.6,0.00278,2,21.5,68
F002776,S015,17.47,750.8,23.91,132.95,0.01644,0,0.0,38
F002777,S015,24.37,721.0,40.87,234.95,0.00155,5,34.75,94
F002778,S015,19.77,610.3,51.98,301.74,0.00345,2,87.41,52
F002779,S015,29.29,843.9,52.97,31.07,0.00398,3,15.11,151
F002780,S015,27.25,770.4,55.9,89.06,0.00917,3,55.26,100
F002781,S015,19.96,640.4,70.4,292.97,0.00569,2,20.19,42
F002782,S015,31.86,630.0,43.09,350.81,0.01284,3,60.84,120
F002783,S015,29.3,789.5,25.5,78.26,0.01078,3,55.6,108
F002784,S015,27.29,698.6,45.0,84.05,0.0019,1,19.22,108
F002785,S015,24.68,718.9,29.98,307.15,0.00339,1,100.8,72
F002786,S015,17.07,760.9,36.56,231.51,0.00091,2,87.82,46
F002787,S015,19.43,643.3,66.14,140.68,0.01028,0,0.0,40
F002788,S015,27.99,677.0,25.99,309.21,0.00778,4,0.85,107
F002789,S015,6.34,574.8,80.88,261.81,0.01347,0,0.0,4
F002790,S015,39.24,715.3,69.14,182.17,0.00032,5,40.24,164
F002791,S015,32.47,724.5,30.61,326.99,0.00073,7,44.87,139
F002792,S015,23.46,768.0,69.47,225.93,0.02994,1,13.19,63
F002793,S015,27.79,359.8,7.97,239.13,0.00349,2,25.7,49
F002794,S015,19.29,546.0,49.72,151.64,0.0015,5,289.38,38
F002795,S015,14.25,574.2,0.18,293.37,0.01664,1,43.94,22
F002796,S015,24.19,647.1,18.77,329.45,0.00412,3,0.17,84
F002797,S015,22.88,812.3,2.41,291.88,0.02598,3,62.26,71
F002798,S015,29.6,508.6,5.74,140.24,0.01969,2,56.65,83
F002799,S015,30.23,630.0,72.69,32.48,0.0008,2,1.95,105
F002800,S015,14.84,743.6,59.03,230.92,0.00259,3,8.37,36
F002801,S015,33.36,694.4,84.99,265.02,0.00485,3,33.86,171
F002802,S015,20.98,739.0,15.23,246.54,0.00483,4,60.47,63
F002803,S015,31.5,729.3,48.17,184.92,0.01283,1,120.67,113
F002804,S015,25.56,904.4,78.1,327.62,0.00616,2,44.77,109
F002805,S015,14.16,769.3,66.22,226.1,0.00157,1,148.02,24
F002806,S015,16.08,569.8,77.6,206.87,0.0141,5,36.06,25
F002807,S015,22.66,694.2,71.71,108.74,0.00938,0,0.0,61
F002808,S015,29.75,646.8,31.81,0.38,0.00011,1,23.0,123
F002809,S015,19.88,486.9,60.13,60.8,0.00832,3,0.88,31
F002810,S015,25.35,803.0,48.28,220.65,0.01975,1,57.18,108
F002811,S015,20.91,746.6,11.11,250.01,0.01299,5,116.98,65
F002812,S015,18.27,887.9,86.6,44.18,0.00611,1,54.65,47
F002813,S015,28.33,827.3,86.88,321.03,0.01126,1,79.26,122
F002814,S015,29.32,546.7,27.51,102.54,0.00159,3,71.83,93
F002815,S015,17.39,803.5,43.67,346.26,0.01547,5,11.56,36
F002816,S015,41.53,687.5,5.99,192.09,0.0148,2,5.91,189
F002817,S015,29.74,712.6,3.18,256.61,0.01434,3,26.41,107
F002818,S015,31.12,551.9,12.18,72.62,0.01329,3,32.01,80
F002819,S015,33.32,782.4,86.68,266.47,0.00057,5,28.98,142
F002820,S015,27.77,756.5,87.07,55.2,0.0074,5,12.4,113
F002821,S015,21.81,716.6,58.81,178.84,6e-05,1,121.12,70
F002822,S015,28.96,883.6,65.6,223.72,0.00125,4,14.66,139
F002823,S015,31.02,385.0,87.41,355.55,0.01323,1,0.93,65
F002824,S015,27.81,743.2,13.93,175.59,0.01943,4,35.87,86
F002825,S015,21.76,519.1,8.29,198.32,0.01332,3,86.49,38
F002826,S015,28.24,512.0,64.48,220.32,0.00576,3,63.77,77
F002827,S015,34.18,688.5,36.54,251.1,0.00943,1,3.89,131
F002828,S015,9.45,786.8,18.01,5.78,0.00226,4,47.96,11
F002829,S015,31.02,580.5,86.54,257.98,0.00396,2,54.26,116
F002830,S015,25.45,504.2,27.73,274.73,0.00892,1,29.13,52
F002831,S015,18.76,826.7,65.96,183.98,0.01033,0,0.0,44
F002832,S015,26.5,683.4,63.81,191.67,0.00464,2,12.97,98
F002833,S015,13.61,993.3,77.05,284.74,0.00685,4,9.5,32
F002834,S015,27.71,807.1,35.88,122.67,0.00217,3,52.35,104
F002835,S015,23.23,963.0,72.28,100.1,0.00012,4,30.6,111
F002836,S015,25.48,593.9,8.88,151.36,0.01864,1,34.01,83
F002837,S015,30.19,573.3,19.83,309.91,0.00902,6,36.58,103
F002838,S015,24.79,858.3,20.43,31.66,0.00076,0,0.0,85
F002839,S015,16.89,633.0,72.1,145.7,0.02468,2,129.6,36
F002840,S015,27.65,791.7,29.65,20.43,0.00173,3,4.15,100
F002841,S015,29.42,613.8,68.71,57.62,0.00171,3,2.54,102
F002842,S015,29.81,701.9,42.31,86.13,0.00866,5,8.72,127
F002843,S015,23.39,937.0,18.15,331.22,0.0056,2,42.52,94
F002844,S015,27.09,681.2,79.02,165.77,0.00266,3,22.98,92
F002845,S015,12.66,742.5,74.75,98.42,0.0023,3,209.16,22
F002846,S015,28.72,717.3,70.45,258.28,0.00609,1,53.51,101
F002847,S015,21.85,704.2,88.22,165.64,0.00659,5,23.82,69
F002848,S015,22.25,454.4,46.67,74.1,0.00189,2,6.01,36
F002849,S015,21.03,625.2,48.43,139.34,0.01388,5,14.98,44
F002850,S015,21.1,740.4,88.12,49.14,0.0252,7,61.94,50
F002851,S015,24.71,839.8,45.5,347.3,0.01543,4,22.39,100
F002852,S015,29.51,424.7,37.35,201.12,0.00927,3,46.42,60
F002853,S015,20.24,374.8,64.12,225.86,0.002,5,79.22,32
F002854,S015,20.08,300.8,47.15,96.08,0.00169,3,80.13,27
F002855,S015,31.78,675.4,33.81,78.63,0.0196,3,37.3,102
F002856,S015,29.74,674.5,60.51,334.41,0.00289,4,27.69,118
F002857,S015,20.5,720.1,39.78,267.6,0.00502,2,86.65,50
F002858,S015,28.66,805.4,1.63,80.72,0.02208,3,44.38,117
F002859,S015,29.46,755.7,88.7,207.59,0.00492,2,1.44,109
F002860,S015,37.3,774.7,4.35,352.65,0.01017,0,0.0,233
F002861,S015,32.73,703.4,70.95,119.71,0.00852,3,52.92,159
F002862,S015,24.75,892.8,3.49,227.8,0.00306,4,5.32,85
F002863,S015,32.37,722.0,20.05,273.62,0.00103,5,13.14,128
F002864,S015,22.47,794.5,30.84,89.57,0.00095,5,13.38,67
F002865,S015,17.48,834.0,72.73,125.43,0.01572,2,21.84,39
F002866,S015,23.66,655.8,65.43,331.5,0.00317,1,40.88,68
F002867,S015,18.8,457.6,62.96,265.16,0.00186,2,52.33,32
F002868,S015,27.06,930.7,25.17,150.46,0.0004,3,11.12,108
F002869,S015,15.34,795.0,60.47,31.54,0.00568,1,78.75,29
F002870,S015,30.19,865.3,26.35,331.13,0.03187,2,68.84,144
F002871,S015,24.26,704.3,12.69,126.63,0.00332,3,2.79,81
F002872,S015,36.53,623.6,84.01,37.81,0.00102,2,23.25,141
F002873,S015,18.82,636.4,72.59,241.48,9e-05,2,45.04,40
F002874,S015,27.41,552.8,77.19,325.55,0.01222,3,49.56,79
F002875,S015,24.91,799.3,52.15,308.11,0.00437,2,18.63,102
F002876,S015,21.95,544.2,86.08,199.68,0.01722,6,62.73,55
F002877,S015,16.35,807.6,66.1,263.1,0.00105,3,11.68,41
F002878,S015,30.99,646.3,63.17,199.22,0.00087,3,201.13,104
F002879,S015,20.42,844.6,8.3,65.29,0.03265,4,34.75,72
F002880,S016,15.73,582.5,63.96,12.8,0.00338,3,87.68,51
F002881,S016,17.39,692.1,29.85,151.75,0.00518,4,44.32,66
F002882,S016,23.42,400.6,10.89,77.54,0.00825,2,24.56,86
F002883,S016,21.09,598.1,27.66,5.18,0.01038,1,34.92,109
F002884,S016,17.26,681.0,67.26,321.22,0.04212,1,8.34,65
F002885,S016,18.32,795.5,46.3,148.33,0.00154,0,0.0,115
F002886,S016,27.71,634.6,35.71,346.93,0.02327,1,120.07,186
F002887,S016,23.11,575.4,73.68,200.69,0.00522,3,53.82,131
F002888,S016,16.43,744.8,25.87,192.25,0.0016,2,22.03,72
F002889,S016,17.71,493.2,25.7,325.83,0.00522,5,115.22,56
F002890,S016,18.69,705.2,10.28,60.59,0.00913,3,3.97,84
F002891,S016,25.44,588.4,60.43,313.99,0.01378,2,8.27,137
F002892,S016,18.21,576.5,64.91,231.97,0.00225,1,43.56,72
F002893,S016,24.47,725.3,34.7,76.66,0.00307,1,72.51,137
F002894,S016,14.12,427.9,70.4,307.14,0.02076,7,145.45,29
F002895,S016,15.8,646.6,50.24,5.25,0.00218,2,33.15,61
F002896,S016,19.33,559.9,22.51,359.05,0.04387,1,136.97,86
F002897,S016,22.18,610.8,87.26,256.69,0.00055,0,0.0,93
F002898,S016,18.07,503.6,40.81,282.2,7e-05,3,30.79,67
F002899,S016,29.78,558.5,60.59,294.39,0.00231,2,62.44,158
F002900,S016,22.13,510.0,19.88,256.08,0.00095,1,288.03,104
F002901,S016,18.0,697.1,88.35,239.75,0.00103,2,11.52,89
F002902,S016,24.39,696.7,66.3,192.27,0.00913,1,72.84,140
F002903,S016,17.46,634.2,34.73,193.07,0.00368,4,123.62,64
F002904,S016,21.72,381.8,26.52,97.28,0.00181,3,9.63,53
F002905,S016,16.25,783.8,83.08,238.95,0.028,2,69.22,77
F002906,S016,11.86,723.1,0.4,96.28,0.00219,3,74.61,30
F002907,S016,12.97,641.9,72.42,191.27,0.00556,0,0.0,45
F002908,S016,17.17,542.1,1.4,34.99,0.00193,1,11.1,64
F002909,S016,15.06,559.2,38.54,83.09,0.00416,0,0.0,36
F002910,S016,20.88,501.3,35.51,157.47,0.00447,2,189.27,64
F002911,S016,14.25,568.9,16.54,314.81,0.02921,1,48.69,37
F002912,S016,20.57,596.8,51.97,335.49,0.00538,6,41.85,94
F002913,S016,16.67,741.7,36.85,175.48,0.00762,3,27.3,75
F002914,S016,22.48,762.2,81.96,278.69,0.00532,0,0.0,116
F002915,S016,20.88,831.3,9.25,345.65,0.00759,4,116.41,151
F002916,S016,15.99,755.9,77.1,181.39,0.00331,2,4.98,58
F002917,S016,14.16,595.4,78.57,199.34,0.03232,3,88.08,42
F002918,S016,27.79,508.2,6.9,126.41,0.00604,4,6.09,135
F002919,S016,23.09,616.1,73.49,94.53,0.00158,3,20.1,115
F002920,S016,15.85,870.1,67.7,141.95,0.01726,2,51.06,92
F002921,S016,16.32,604.8,53.61,214.69,0.01738,1,89.45,63
F002922,S016,15.62,561.8,81.64,265.76,0.00147,5,26.26,53
F002923,S016,24.68,609.4,65.56,87.15,0.00217,1,27.03,125
F002924,S016,21.52,620.5,62.4,47.79,0.00237,5,17.94,116
F002925,S016,23.7,693.1,11.97,229.81,0.03824,4,124.67,153
F002926,S016,12.86,650.6,74.65,302.53,0.05122,2,3.1,41
F002927,S016,16.13,545.6,50.62,123.26,0.00238,0,0.0,43
F002928,S016,19.89,611.5,81.69,30.21,0.0228,4,28.79,78
F002929,S016,16.43,620.3,2.89,260.57,0.00151,4,7.55,52
F002930,S016,16.44,625.5,57.99,78.6,0.00647,5,311.32,53
F002931,S016,17.17,496.0,63.52,271.24,0.00927,4,26.8,56
F002932,S016,18.14,642.0,13.34,260.94,0.00217,1,50.81,65
F002933,S016,9.71,600.2,43.67,37.89,0.02674,2,5.11,17
F002934,S016,17.17,602.6,89.38,149.86,0.02536,1,77.23,70
F002935,S016,18.57,596.7,15.78,336.27,0.00214,5,15.87,77
F002936,S016,26.61,507.9,67.38,329.88,0.00238,2,2.97,126
F002937,S016,19.85,790.1,40.37,246.38,0.01142,7,37.56,106
F002938,S016,13.13,677.5,19.15,209.43,0.01481,4,35.56,34
F002939,S016,25.29,637.7,14.62,113.52,0.01459,5,24.96,163
F002940,S016,25.76,785.8,61.15,338.57,0.01473,5,114.5,169
F002941,S016,27.4,575.5,75.3,184.16,0.03801,2,64.43,177
F002942,S016,22.95,569.4,23.89,203.88,0.00286,1,30.66,106
F002943,S016,18.55,498.4,52.91,132.21,0.01705,4,18.15,73
F002944,S016,27.46,668.7,37.92,256.51,0.00074,3,10.24,190
F002945,S016,21.79,631.4,86.22,21.64,0.00111,2,64.84,121
F002946,S016,19.06,621.5,82.01,184.68,0.00234,3,11.66,92
F002947,S016,12.0,593.5,59.72,351.67,0.00133,1,31.83,31
F002948,S016,20.18,554.3,45.04,21.36,0.01297,1,59.52,70
F002949,S016,19.99,640.2,12.67,205.25,0.00309,2,35.69,84
F002950,S016,29.6,419.2,11.49,317.32,0.00497,3,58.71,121
F002951,S016,13.53,584.8,16.06,126.4,0.03498,0,0.0,33
F002952,S016,26.01,643.1,50.18,262.31,0.01022,2,2.97,161
F002953,S016,22.88,556.1,3.8,21.56,0.00234,4,7.49,120
F002954,S016,26.27,734.0,7.5,171.59,0.01081,3,78.69,155
F002955,S016,11.89,457.3,2.07,194.4,0.00388,4,74.88,24
F002956,S016,18.78,694.0,5.02,10.36,0.01853,0,0.0,73
F002957,S016,19.6,591.7,4.02,134.16,0.00508,3,68.5,89
F002958,S016,16.07,551.2,47.68,128.4,0.01245,0,0.0,55
F002959,S016,21.79,464.2,88.08,77.61,0.00012,1,32.97,94
F002960,S016,25.58,695.0,64.85,102.16,0.02642,3,9.56,179
F002961,S016,18.09,696.7,24.08,208.18,0.00756,0,0.0,78
F002962,S016,15.26,584.7,41.36,28.11,0.00583,3,7.51,39
F002963,S016,26.66,734.5,60.31,248.45,0.00117,3,63.43,170
F002964,S016,17.68,604.2,20.41,213.31,0.03204,0,0.0,70
F002965,S016,19.88,528.3,87.08,245.61,0.00146,5,45.08,78
F002966,S016,15.03,531.7,22.67,80.74,0.02113,2,54.0,46
F002967,S016,20.38,506.9,8.48,121.7,0.00438,4,31.67,62
F002968,S016,18.74,747.4,45.89,88.16,0.01257,4,51.01,92
F002969,S016,29.69,451.4,37.83,241.51,0.01034,1,85.33,136
F002970,S016,23.33,712.8,63.13,326.89,0.00051,2,15.16,148
F002971,S016,15.7,595.9,43.71,7.48,0.02134,4,66.71,59
F002972,S016,23.9,536.1,8.22,64.93,0.01055,2,20.97,106
F002973,S016,21.82,599.6,6.79,15.83,0.02924,5,9.02,95
F002974,S016,20.25,697.0,18.37,298.09,0.00065,3,81.8,113
F002975,S016,19.28,542.3,9.86,80.2,0.03791,1,11.64,60
F002976,S016,23.93,568.2,84.89,32.23,0.00313,2,25.55,105
F002977,S016,15.84,618.2,57.27,186.93,0.00598,1,9.42,49
F002978,S016,24.53,511.3,69.09,219.72,0.01554,4,7.25,111
F002979,S016,18.61,696.0,34.55,174.14,0.01082,2,65.86,85
F002980,S016,20.94,574.6,29.38,166.77,0.01921,2,0.47,106
F002981,S016,20.76,481.2,10.34,184.68,0.01278,3,62.01,73
F002982,S016,14.74,824.0,16.28,344.68,0.00807,3,35.38,77
F002983,S016,21.33,543.7,2.82,245.78,0.00578,5,116.14,74
F002984,S016,19.15,421.8,41.37,182.07,0.004,3,6.25,49
F002985,S016,10.54,699.6,19.23,153.54,0.00806,6,46.84,29
F002986,S016,24.88,653.4,65.96,283.69,0.00255,1,130.34,154
F002987,S016,24.33,750.0,20.64,277.1,0.02484,3,12.38,146
F002988,S016,22.56,588.9,79.51,89.91,0.01933,2,137.07,127
F002989,S016,21.43,627.6,13.58,168.85,0.01975,4,8.72,116
F002990,S016,24.05,558.1,17.67,100.05,0.00648,5,69.77,137
F002991,S016,22.48,512.4,5.43,75.01,0.02105,2,66.1,87
F002992,S016,19.36,442.5,24.91,171.45,0.003,2,23.91,68
F002993,S016,25.86,699.9,49.72,25.29,0.00104,3,72.44,202
F002994,S016,21.01,532.4,24.29,81.05,0.00447,2,45.57,74
F002995,S016,24.67,649.3,71.81,225.76,0.00771,4,41.55,128
F002996,S016,10.19,546.5,77.14,140.14,0.01317,3,9.88,20
F002997,S016,19.1,598.0,83.99,274.57,0.00435,2,49.4,67
F002998,S016,19.99,473.7,14.12,48.04,0.00251,3,49.32,71
F002999,S016,20.5,563.8,83.31,34.54,0.00099,5,33.4,80
F003000,S016,22.58,446.4,79.01,341.43,0.0015,3,40.14,68
F003001,S016,24.62,546.9,59.95,220.94,0.00567,3,8.34,123
F003002,S016,20.01,609.3,76.93,95.84,0.00432,4,38.45,91
F003003,S016,15.81,494.0,80.62,99.3,0.00599,3,68.14,48
F003004,S016,19.62,684.1,34.13,118.77,0.00303,3,2.08,112
F003005,S016,19.01,576.1,59.67,126.97,0.02207,3,33.53,86
F003006,S016,18.6,574.1,10.99,294.67,0.00024,4,53.55,62
F003007,S016,20.34,595.7,20.77,69.92,0.00469,3,67.56,73
F003008,S016,15.93,499.8,70.05,177.82,0.03557,3,40.59,39
F003009,S016,20.76,622.3,54.05,39.93,0.00397,1,17.68,79
F003010,S016,19.02,744.8,65.46,340.57,0.00098,0,0.0,83
F003011,S016,22.3,641.1,0.39,249.25,0.00204,0,0.0,126
F003012,S016,20.7,685.6,55.56,87.42,0.00628,2,64.58,109
F003013,S016,20.21,610.3,71.98,263.52,0.01317,1,40.88,74
F003014,S016,21.75,680.0,82.92,248.0,0.00159,7,48.4,114
F003015,S016,19.38,565.0,4.91,72.42,0.01266,2,5.52,75
F003016,S016,15.2,816.9,5.39,189.83,0.00049,2,1.04,57
F003017,S016,19.11,468.5,56.15,315.0,0.00521,4,30.3,61
F003018,S016,21.63,764.0,11.46,350.44,0.00813,1,182.36,110
F003019,S016,18.88,566.1,2.62,67.26,0.04124,1,22.84,78
F003020,S016,23.98,636.9,73.37,224.31,0.00123,1,165.4,112
F003021,S016,11.79,480.6,0.33,110.53,0.00364,4,40.74,27
F003022,S016,16.71,612.9,17.33,176.54,0.00046,5,12.79,69
F003023,S016,20.55,683.1,1.97,102.38,0.00729,1,10.02,83
F003024,S016,21.17,568.1,14.57,29.58,0.00424,2,73.53,83
F003025,S016,24.11,692.4,27.92,29.7,0.00677,5,3.05,167
F003026,S016,22.6,710.6,47.13,345.54,0.00321,4,101.6,154
F003027,S016,23.69,609.3,54.1,348.64,0.00578,4,72.79,135
F003028,S016,13.64,594.3,12.77,30.78,0.00903,3,79.11,38
F003029,S016,19.8,585.2,5.87,352.78,0.00128,3,20.27,67
F003030,S016,20.49,616.4,4.83,202.36,0.0018,2,54.97,102
F003031,S016,18.55,765.3,65.78,190.7,0.00148,5,39.24,78
F003032,S016,14.37,541.5,73.73,113.96,0.02542,4,2.63,38
F003033,S016,22.34,598.3,72.23,76.9,0.00875,4,67.12,90
F003034,S016,21.59,614.7,41.8,213.21,0.01312,2,23.14,121
F003035,S016,24.35,585.7,52.14,291.1,0.01373,2,167.29,149
F003036,S016,15.33,718.9,24.15,148.61,0.04141,7,27.06,50
F003037,S016,15.32,728.0,24.92,212.03,0.00222,1,4.82,65
F003038,S016,20.29,724.5,61.58,353.89,0.01544,0,0.0,95
F003039,S016,20.43,615.8,74.93,57.18,0.039,3,47.19,82
F003040,S016,19.51,569.4,33.97,65.76,0.00853,2,72.29,69
