contact_id,sample_id,fiber_id_1,fiber_id_2,contact_area_um2,angle_between_fibers
C001211,S011,F001990,F002041,102.12,13.76
C001212,S011,F002019,F002012,5.59,83.11
C001213,S011,F002058,F002014,29.48,24.53
C001214,S011,F001974,F002080,5.44,58.24
C001215,S011,F002067,F001979,29.91,37.33
C001216,S011,F002000,F002011,6.96,62.61
C001217,S011,F002059,F002020,120.28,43.16
C001218,S011,F002065,F002072,14.96,84.35
C001219,S011,F002043,F002009,14.04,44.89
C001220,S011,F002015,F001995,30.62,87.47
C001221,S011,F002014,F002034,10.47,20.55
C001222,S011,F001968,F002021,281.51,84.41
C001223,S011,F002056,F001988,42.59,35.85
C001224,S011,F001967,F002036,7.41,82.41
C001225,S011,F002038,F002008,73.68,26.23
C001226,S011,F002006,F001981,55.18,37.96
C001227,S011,F002047,F002034,4.82,16.72
C001228,S011,F001970,F001998,178.75,76.75
C001229,S011,F001978,F001996,68.36,5.8
C001230,S011,F001978,F002020,76.61,75.62
C001231,S011,F001968,F002033,36.44,29.06
C001232,S011,F002054,F002006,25.48,81.96
C001233,S011,F002008,F002046,115.01,80.13
C001234,S011,F002076,F002044,22.58,36.54
C001235,S011,F001978,F001998,21.56,22.6
C001236,S011,F002082,F002006,171.11,89.13
C001237,S011,F002040,F002002,9.28,66.35
C001238,S011,F002022,F002053,47.28,44.98
C001239,S011,F001980,F002016,12.42,84.03
C001240,S011,F002073,F002041,74.03,83.3
C001241,S011,F002051,F002020,86.35,29.15
C001242,S011,F002057,F002054,50.62,29.32
C001243,S011,F001972,F002058,52.17,23.95
C001244,S011,F002021,F002072,21.95,37.45
C001245,S011,F002012,F001970,70.31,38.68
C001246,S011,F002021,F002013,73.08,42.08
C001247,S011,F001996,F002000,46.29,62.5
C001248,S011,F002038,F002029,101.38,59.19
C001249,S011,F002016,F002004,115.65,88.35
C001250,S011,F002028,F002033,173.08,33.65
C001251,S011,F002058,F001994,51.28,31.24
C001252,S011,F002054,F002040,186.56,29.49
C001253,S011,F001981,F002015,64.08,40.61
C001254,S011,F002045,F002071,13.06,35.58
C001255,S011,F001969,F001984,35.25,74.44
C001256,S012,F002249,F002114,30.42,18.89
C001257,S012,F002255,F002206,32.32,13.15
C001258,S012,F002235,F002152,20.8,53.36
C001259,S012,F002108,F002227,76.02,33.08
C001260,S012,F002213,F002119,111.89,58.55
C001261,S012,F002101,F002150,26.38,69.83
C001262,S012,F002142,F002246,88.82,9.02
C001263,S012,F002178,F002098,2.8,42.16
C001264,S012,F002191,F002085,11.99,39.11
C001265,S012,F002219,F002249,83.04,8.51
C001266,S012,F002188,F002161,82.45,44.42
C001267,S012,F002237,F002172,41.04,79.01
C001268,S012,F002269,F002152,50.45,38.88
C001269,S012,F002268,F002185,132.35,47.89
C001270,S012,F002250,F002212,202.06,37.53
C001271,S012,F002132,F002246,106.79,32.17
C001272,S012,F002128,F002272,72.79,37.65
C001273,S012,F002099,F002186,40.71,10.11
C001274,S012,F002212,F002092,20.48,12.78
C001275,S012,F002177,F002267,156.02,17.43
C001276,S012,F002105,F002201,1.6,26.5
C001277,S012,F002109,F002257,7.19,67.91
C001278,S012,F002210,F002274,102.92,34.06
C001279,S012,F002171,F002101,61.36,13.58
C001280,S012,F002166,F002091,13.86,61.81
C001281,S012,F002110,F002272,127.18,34.93
C001282,S012,F002097,F002195,14.74,74.96
C001283,S012,F002092,F002189,79.16,18.71
C001284,S012,F002220,F002146,242.89,61.87
C001285,S012,F002199,F002246,86.68,67.39
C001286,S012,F002245,F002116,1.23,86.85
C001287,S012,F002140,F002203,3.76,75.74
C001288,S012,F002236,F002188,52.8,22.57
C001289,S012,F002268,F002209,200.19,50.11
C001290,S012,F002161,F002191,7.48,76.63
C001291,S012,F002231,F002136,37.21,5.96
C001292,S012,F002084,F002186,140.84,35.49
C001293,S012,F002270,F002211,39.91,82.2
C001294,S012,F002179,F002159,0.57,18.6
C001295,S012,F002240,F002202,64.05,8.68
C001296,S012,F002103,F002145,40.86,83.71
C001297,S012,F002095,F002170,131.43,74.38
C001298,S012,F002240,F002220,83.61,80.3
C001299,S012,F002145,F002176,30.3,67.9
C001300,S012,F002130,F002225,23.01,12.47
C001301,S012,F002181,F002129,2.32,16.13
C001302,S012,F002103,F002181,20.29,11.16
C001303,S012,F002264,F002269,86.01,59.07
C001304,S012,F002255,F002119,96.88,43.84
C001305,S012,F002210,F002193,193.88,35.52
C001306,S012,F002089,F002177,73.85,20.45
C001307,S012,F002164,F002117,120.1,18.48
C001308,S012,F002258,F002175,157.05,12.99
C001309,S012,F002145,F002160,5.11,74.91
C001310,S012,F002120,F002247,18.52,72.13
C001311,S012,F002231,F002230,57.35,78.4
C001312,S012,F002165,F002231,295.15,80.76
C001313,S012,F002151,F002165,111.19,13.01
C001314,S012,F002152,F002196,39.56,32.54
C001315,S012,F002148,F002173,3.77,8.37
C001316,S012,F002202,F002238,82.53,10.11
C001317,S012,F002114,F002112,21.4,58.97
C001318,S012,F002229,F002235,59.14,71.36
C001319,S012,F002137,F002126,245.86,50.27
C001320,S012,F002204,F002231,15.0,85.75
C001321,S012,F002152,F002267,1.47,17.82
C001322,S012,F002159,F002258,54.25,42.67
C001323,S012,F002160,F002174,177.31,16.8
C001324,S012,F002107,F002168,31.37,9.31
C001325,S012,F002213,F002166,86.24,80.24
C001326,S012,F002233,F002155,96.22,49.65
C001327,S012,F002089,F002213,1.61,55.79
C001328,S012,F002125,F002179,36.99,89.61
C001329,S012,F002182,F002241,48.78,27.91
C001330,S012,F002141,F002138,6.01,75.84
C001331,S012,F002107,F002174,69.67,38.92
C001332,S012,F002261,F002171,49.17,28.7
C001333,S012,F002163,F002268,35.3,59.3
C001334,S012,F002236,F002210,10.39,10.72
C001335,S012,F002158,F002253,90.29,46.64
C001336,S012,F002249,F002246,42.89,76.2
C001337,S012,F002174,F002242,76.65,22.54
C001338,S012,F002094,F002118,35.18,25.7
C001339,S012,F002249,F002128,3.48,66.01
C001340,S012,F002201,F002108,62.83,30.49
C001341,S012,F002264,F002090,2.57,77.57
C001342,S012,F002265,F002261,34.42,41.82
C001343,S012,F002090,F002116,115.32,8.89
C001344,S012,F002271,F002184,102.02,84.16
C001345,S012,F002143,F002131,138.43,13.23
C001346,S012,F002192,F002116,39.79,25.18
C001347,S012,F002142,F002226,41.64,15.9
C001348,S012,F002143,F002223,74.35,78.81
C001349,S012,F002128,F002137,68.01,78.29
C001350,S012,F002203,F002111,11.11,35.83
C001351,S012,F002271,F002150,42.96,26.97
C001352,S012,F002147,F002121,68.51,58.95
C001353,S012,F002222,F002156,25.34,75.01
C001354,S012,F002273,F002103,114.26,80.94
C001355,S012,F002272,F002140,215.2,12.24
C001356,S012,F002216,F002258,36.23,52.47
C001357,S012,F002258,F002115,41.13,27.93
C001358,S012,F002208,F002222,29.19,41.33
C001359,S012,F002115,F002224,79.82,61.33
C001360,S012,F002131,F002203,162.53,89.13
C001361,S012,F002107,F002137,0.32,74.88
C001362,S012,F002088,F002106,18.01,46.83
C001363,S012,F002108,F002262,59.77,36.66
C001364,S012,F002161,F002174,129.12,28.22
C001365,S012,F002242,F002115,55.25,20.44
C001366,S012,F002272,F002141,6.91,43.75
C001367,S012,F002135,F002097,214.26,67.47
C001368,S012,F002125,F002187,9.13,80.69
C001369,S012,F002151,F002084,7.21,24.64
C001370,S012,F002229,F002087,85.23,24.74
C001371,S012,F002248,F002229,60.05,35.88
C001372,S013,F002482,F002356,1.64,76.72
C001373,S013,F002283,F002359,58.06,59.17
C001374,S013,F002445,F002312,163.94,5.45
C001375,S013,F002305,F002399,153.86,35.56
C001376,S013,F002424,F002408,8.68,73.97
C001377,S013,F002441,F002360,67.85,63.98
C001378,S013,F002424,F002343,213.88,54.0
C001379,S013,F002453,F002435,70.77,15.99
C001380,S013,F002375,F002469,67.23,38.99
C001381,S013,F002302,F002470,93.78,20.85
C001382,S013,F002421,F002307,113.25,58.5
C001383,S013,F002358,F002470,43.2,71.4
C001384,S013,F002323,F002404,14.85,73.32
C001385,S013,F002371,F002460,364.67,51.23
C001386,S013,F002397,F002279,104.87,23.29
C001387,S013,F002429,F002481,20.97,33.51
C001388,S013,F002285,F002337,353.33,28.92
C001389,S013,F002411,F002377,202.95,58.77
C001390,S013,F002423,F002446,15.16,88.85
C001391,S013,F002407,F002443,3.71,67.29
C001392,S013,F002469,F002346,43.71,36.39
C001393,S013,F002295,F002281,5.42,18.82
C001394,S013,F002288,F002408,86.81,76.55
C001395,S013,F002302,F002404,24.11,54.0
C001396,S013,F002441,F002288,1.83,23.83
C001397,S013,F002355,F002473,187.69,5.15
C001398,S013,F002349,F002297,119.72,85.3
C001399,S013,F002461,F002419,161.34,19.35
C001400,S013,F002365,F002480,58.87,59.13
C001401,S013,F002368,F002314,43.99,87.53
C001402,S013,F002384,F002363,213.92,15.11
C001403,S013,F002305,F002414,30.44,35.45
C001404,S013,F002387,F002475,101.94,83.08
C001405,S013,F002424,F002343,15.47,50.64
C001406,S013,F002465,F002353,279.83,48.71
C001407,S013,F002352,F002372,110.63,28.88
C001408,S013,F002321,F002346,14.99,56.79
C001409,S013,F002436,F002307,55.46,45.14
C001410,S013,F002397,F002455,172.84,80.55
C001411,S013,F002311,F002410,195.62,18.42
C001412,S013,F002479,F002288,46.7,53.49
C001413,S013,F002353,F002287,12.82,78.72
C001414,S013,F002421,F002453,27.85,25.59
C001415,S013,F002458,F002427,34.48,86.52
C001416,S013,F002364,F002468,95.83,60.08
C001417,S013,F002363,F002282,43.24,74.72
C001418,S013,F002441,F002370,84.82,50.93
C001419,S013,F002290,F002333,20.06,58.28
C001420,S013,F002381,F002431,6.6,52.25
C001421,S013,F002405,F002440,167.97,24.74
C001422,S013,F002296,F002453,10.23,73.09
C001423,S013,F002436,F002413,7.59,74.37
C001424,S013,F002319,F002294,45.23,12.97
C001425,S013,F002381,F002277,62.63,17.15
C001426,S013,F002283,F002459,62.89,86.35
C001427,S013,F002293,F002461,146.66,61.93
C001428,S013,F002421,F002438,690.63,58.62
C001429,S013,F002371,F002387,96.37,35.25
C001430,S013,F002392,F002439,3.38,37.7
C001431,S013,F002453,F002285,27.3,68.27
C001432,S013,F002340,F002344,140.92,58.8
C001433,S013,F002438,F002382,37.74,23.95
C001434,S013,F002278,F002478,141.31,64.46
C001435,S013,F002405,F002326,14.35,12.22
C001436,S013,F002335,F002455,33.92,73.4
C001437,S013,F002361,F002478,82.2,25.98
C001438,S013,F002354,F002477,5.97,18.77
C001439,S013,F002386,F002317,98.98,89.64
C001440,S013,F002475,F002472,128.66,38.99
C001441,S013,F002396,F002347,41.8,39.27
C001442,S013,F002301,F002424,235.29,25.91
C001443,S013,F002410,F002472,30.71,47.85
C001444,S013,F002370,F002417,64.23,46.87
C001445,S013,F002445,F002321,44.58,43.0
C001446,S013,F002292,F002343,26.02,84.68
C001447,S013,F002341,F002411,116.1,58.07
C001448,S013,F002425,F002449,257.05,20.1
C001449,S013,F002458,F002284,104.42,21.9
C001450,S013,F002365,F002304,45.56,85.53
C001451,S013,F002485,F002475,2.6,28.75
C001452,S013,F002454,F002284,155.51,35.34
C001453,S013,F002368,F002331,20.75,7.74
C001454,S013,F002324,F002291,37.21,43.87
C001455,S013,F002408,F002359,31.06,31.53
C001456,S013,F002428,F002449,38.15,21.98
C001457,S013,F002363,F002399,34.09,87.7
C001458,S013,F002435,F002357,151.31,33.3
C001459,S013,F002454,F002401,72.18,48.78
C001460,S013,F002477,F002304,3.16,15.73
C001461,S013,F002421,F002392,249.72,31.79
C001462,S013,F002299,F002452,43.84,45.99
C001463,S013,F002369,F002407,50.47,27.63
C001464,S013,F002397,F002324,71.65,32.13
C001465,S013,F002286,F002332,55.48,59.15
C001466,S013,F002480,F002317,66.29,46.74
C001467,S013,F002462,F002374,56.35,79.43
C001468,S013,F002322,F002306,53.55,30.14
C001469,S013,F002335,F002336,11.93,7.5
C001470,S013,F002382,F002337,145.45,73.68
C001471,S013,F002373,F002344,34.33,89.74
C001472,S013,F002417,F002376,115.31,17.73
C001473,S013,F002390,F002407,25.74,42.94
C001474,S013,F002291,F002480,5.81,82.77
C001475,S013,F002285,F002429,43.55,32.31
C001476,S013,F002458,F002400,41.69,27.91
C001477,S013,F002401,F002318,161.07,67.34
C001478,S013,F002477,F002325,15.88,61.3
C001479,S013,F002367,F002407,6.23,30.21
C001480,S013,F002287,F002467,69.45,9.57
C001481,S013,F002390,F002352,125.66,53.14
C001482,S013,F002372,F002379,200.93,47.54
C001483,S013,F002310,F002289,79.04,26.34
C001484,S013,F002362,F002462,54.36,74.29
C001485,S013,F002380,F002427,74.59,36.6
C001486,S013,F002453,F002407,10.33,55.13
C001487,S013,F002333,F002466,61.21,23.72
C001488,S013,F002283,F002448,82.51,39.94
C001489,S013,F002432,F002476,52.65,19.46
C001490,S013,F002359,F002340,134.05,57.16
C001491,S013,F002363,F002377,85.76,6.79
C001492,S013,F002370,F002344,37.63,85.03
C001493,S013,F002396,F002319,35.23,24.68
C001494,S013,F002323,F002282,109.61,25.1
C001495,S013,F002337,F002369,51.11,53.44
C001496,S013,F002415,F002427,162.36,46.76
C001497,S013,F002368,F002428,125.71,55.37
C001498,S013,F002354,F002321,99.83,40.86
C001499,S014,F002662,F002605,95.98,84.05
C001500,S014,F002637,F002648,22.78,40.63
C001501,S014,F002633,F002619,129.17,82.45
C001502,S014,F002503,F002669,63.24,65.35
C001503,S014,F002594,F002634,63.79,49.77
C001504,S014,F002667,F002602,2.04,58.46
C001505,S014,F002621,F002534,30.8,27.34
C001506,S014,F002675,F002563,10.16,55.08
C001507,S014,F002512,F002518,17.33,27.76
C001508,S014,F002678,F002563,59.75,11.7
C001509,S014,F002650,F002571,64.02,65.28
C001510,S014,F002543,F002678,42.58,8.13
C001511,S014,F002576,F002598,73.43,85.36
C001512,S014,F002510,F002681,238.23,44.9
C001513,S014,F002575,F002627,10.37,78.61
C001514,S014,F002643,F002665,16.62,15.87
C001515,S014,F002501,F002687,68.27,63.2
C001516,S014,F002499,F002565,8.1,36.92
C001517,S014,F002493,F002510,0.76,79.73
C001518,S014,F002642,F002569,51.93,30.7
C001519,S014,F002604,F002540,24.76,12.55
C001520,S014,F002658,F002624,15.92,5.39
C001521,S014,F002691,F002552,62.47,39.44
C001522,S014,F002539,F002488,321.37,86.95
C001523,S014,F002500,F002682,34.31,22.49
C001524,S014,F002500,F002561,14.75,57.42
C001525,S014,F002558,F002635,39.06,81.65
C001526,S014,F002598,F002658,222.18,44.7
C001527,S014,F002508,F002634,218.57,59.49
C001528,S014,F002633,F002625,122.71,83.67
C001529,S014,F002487,F002612,51.84,70.77
C001530,S014,F002493,F002504,0.74,24.23
C001531,S014,F002579,F002559,51.92,30.86
C001532,S014,F002505,F002659,171.87,73.86
C001533,S014,F002595,F002541,30.68,54.65
C001534,S014,F002630,F002680,63.78,79.26
C001535,S014,F002620,F002664,49.87,56.82
C001536,S014,F002503,F002650,46.14,62.15
C001537,S014,F002590,F002578,93.69,81.77
C001538,S014,F002516,F002685,193.3,50.23
C001539,S014,F002659,F002539,244.58,69.03
C001540,S014,F002489,F002543,34.82,63.6
C001541,S014,F002670,F002489,15.29,61.15
C001542,S014,F002672,F002611,80.58,61.44
C001543,S014,F002644,F002560,48.94,53.13
C001544,S014,F002688,F002578,78.24,26.04
C001545,S014,F002496,F002644,186.05,27.55
C001546,S014,F002643,F002529,358.6,74.32
C001547,S014,F002619,F002681,11.04,88.87
C001548,S014,F002651,F002678,91.66,77.64
C001549,S014,F002660,F002528,1.66,44.39
C001550,S014,F002538,F002660,20.0,58.66
C001551,S014,F002551,F002613,34.53,79.29
C001552,S014,F002491,F002637,66.69,70.76
C001553,S014,F002546,F002642,155.97,47.68
C001554,S014,F002605,F002693,29.09,79.55
C001555,S014,F002545,F002614,28.51,15.81
C001556,S014,F002689,F002538,188.76,71.29
C001557,S014,F002554,F002666,90.86,14.81
C001558,S014,F002574,F002581,131.21,62.09
C001559,S014,F002520,F002617,49.64,80.83
C001560,S014,F002526,F002678,12.51,9.83
C001561,S014,F002681,F002669,14.45,58.33
C001562,S014,F002651,F002555,139.76,53.66
C001563,S014,F002608,F002582,29.65,85.98
C001564,S014,F002557,F002502,50.61,59.02
C001565,S014,F002512,F002601,131.28,71.39
C001566,S014,F002561,F002606,142.44,9.99
C001567,S014,F002531,F002612,4.6,77.05
C001568,S014,F002640,F002644,132.11,72.37
C001569,S014,F002607,F002580,71.06,81.81
C001570,S014,F002644,F002611,45.97,69.81
C001571,S014,F002508,F002681,31.01,40.42
C001572,S014,F002597,F002567,49.49,17.56
C001573,S014,F002487,F002647,39.97,48.16
C001574,S014,F002489,F002549,19.7,14.16
C001575,S014,F002632,F002615,30.59,9.26
C001576,S014,F002664,F002529,14.0,26.26
C001577,S014,F002528,F002587,43.1,72.24
C001578,S014,F002509,F002540,8.62,60.88
C001579,S014,F002646,F002582,0.15,49.67
C001580,S014,F002688,F002667,83.94,53.26
C001581,S014,F002658,F002578,103.23,14.6
C001582,S014,F002501,F002521,94.13,29.56
C001583,S014,F002685,F002518,138.12,44.89
C001584,S014,F002564,F002491,52.8,28.08
C001585,S014,F002636,F002669,47.64,65.9
C001586,S014,F002547,F002605,62.93,48.91
C001587,S014,F002629,F002653,0.1,34.57
C001588,S014,F002603,F002523,110.94,73.28
C001589,S014,F002590,F002503,43.75,83.52
C001590,S014,F002687,F002577,13.91,20.69
C001591,S014,F002544,F002605,16.61,36.02
C001592,S014,F002492,F002634,54.78,23.65
C001593,S014,F002601,F002564,207.11,66.29
C001594,S014,F002600,F002692,69.02,26.88
C001595,S014,F002514,F002570,59.3,19.31
C001596,S014,F002583,F002639,19.34,66.44
C001597,S014,F002599,F002542,9.01,63.87
C001598,S014,F002661,F002578,5.2,37.48
C001599,S014,F002514,F002669,31.22,40.36
C001600,S014,F002490,F002620,96.28,66.55
C001601,S014,F002498,F002658,129.24,50.81
C001602,S014,F002687,F002588,61.59,36.29
C001603,S014,F002531,F002633,142.87,40.02
C001604,S014,F002515,F002616,32.82,86.45
C001605,S014,F002501,F002499,22.9,37.02
C001606,S014,F002592,F002531,53.6,83.76
C001607,S014,F002642,F002523,7.39,14.71
C001608,S014,F002601,F002679,14.54,73.33
C001609,S014,F002574,F002652,32.35,9.09
C001610,S014,F002560,F002557,35.79,44.11
C001611,S014,F002543,F002604,29.73,66.04
C001612,S014,F002522,F002679,87.28,48.28
C001613,S014,F002631,F002519,47.95,74.26
C001614,S014,F002637,F002657,9.36,36.32
C001615,S014,F002620,F002566,5.13,86.38
C001616,S014,F002488,F002678,35.99,69.64
C001617,S014,F002602,F002652,281.71,13.62
C001618,S014,F002580,F002525,6.25,20.61
C001619,S014,F002559,F002609,38.85,13.45
C001620,S014,F002619,F002519,181.69,9.79
C001621,S014,F002689,F002623,3.85,67.67
C001622,S014,F002539,F002662,38.66,38.34
C001623,S014,F002674,F002661,86.01,73.67
C001624,S015,F002745,F002868,30.84,21.35
C001625,S015,F002876,F002699,53.81,28.74
C001626,S015,F002756,F002848,23.6,49.53
C001627,S015,F002789,F002768,36.03,47.58
C001628,S015,F002712,F002747,34.54,65.14
C001629,S015,F002739,F002767,173.0,73.39
C001630,S015,F002720,F002730,3.63,46.48
C001631,S015,F002816,F002746,418.65,78.15
C001632,S015,F002861,F002856,24.69,73.11
C001633,S015,F002703,F002846,78.61,29.26
C001634,S015,F002796,F002808,156.23,26.3
C001635,S015,F002700,F002832,150.82,42.86
C001636,S015,F002765,F002848,154.05,34.99
C001637,S015,F002855,F002748,47.86,18.95
C001638,S015,F002856,F002775,20.12,36.87
C001639,S015,F002712,F002773,55.29,77.95
C001640,S015,F002827,F002698,11.82,52.35
C001641,S015,F002745,F002842,19.54,64.76
C001642,S015,F002837,F002870,81.89,14.1
C001643,S015,F002760,F002768,23.62,44.87
C001644,S015,F002754,F002844,40.77,57.65
C001645,S015,F002703,F002862,658.1,69.28
C001646,S015,F002751,F002835,249.74,81.37
C001647,S015,F002715,F002774,42.73,70.1
C001648,S015,F002728,F002859,46.64,10.34
C001649,S015,F002809,F002740,113.03,71.29
C001650,S015,F002731,F002755,40.12,6.53
C001651,S015,F002755,F002734,158.52,51.47
C001652,S015,F002823,F002735,4.77,85.4
C001653,S015,F002826,F002809,3.81,10.76
C001654,S015,F002846,F002731,165.12,25.99
C001655,S015,F002806,F002850,90.6,52.19
C001656,S015,F002851,F002732,59.54,23.75
C001657,S015,F002806,F002709,68.11,30.53
C001658,S015,F002710,F002746,39.37,86.42
C001659,S015,F002819,F002757,76.96,21.7
C001660,S015,F002812,F002869,168.49,60.27
C001661,S015,F002856,F002783,12.48,8.45
C001662,S015,F002832,F002780,134.25,6.37
C001663,S015,F002769,F002752,102.1,65.6
C001664,S015,F002694,F002835,155.59,46.15
C001665,S015,F002721,F002851,10.91,26.97
C001666,S015,F002719,F002702,36.08,21.3
C001667,S015,F002787,F002855,72.63,58.24
C001668,S015,F002789,F002821,84.24,16.3
C001669,S015,F002875,F002853,73.97,20.74
C001670,S015,F002841,F002868,73.25,85.89
C001671,S015,F002810,F002740,53.85,26.15
C001672,S015,F002810,F002846,50.78,10.33
C001673,S015,F002841,F002745,160.28,41.0
C001674,S015,F002859,F002798,57.36,19.63
C001675,S015,F002695,F002854,4.64,26.78
C001676,S015,F002837,F002776,2.37,26.16
C001677,S015,F002734,F002755,1.74,52.76
C001678,S015,F002728,F002851,115.72,37.39
C001679,S015,F002822,F002744,231.41,9.96
C001680,S015,F002716,F002857,197.06,78.28
C001681,S015,F002865,F002795,75.27,20.31
C001682,S015,F002806,F002787,25.57,14.99
C001683,S015,F002879,F002793,13.64,57.01
C001684,S015,F002758,F002816,35.82,75.65
C001685,S015,F002819,F002721,32.78,17.06
C001686,S015,F002868,F002777,44.17,34.08
C001687,S015,F002745,F002780,68.14,33.14
C001688,S015,F002841,F002801,50.79,63.12
C001689,S015,F002760,F002866,96.01,26.79
C001690,S015,F002708,F002842,181.8,74.8
C001691,S015,F002845,F002763,2.84,41.11
C001692,S015,F002755,F002750,105.71,53.13
C001693,S015,F002774,F002754,23.33,47.18
C001694,S015,F002737,F002773,26.71,23.46
C001695,S015,F002788,F002804,43.98,58.2
C001696,S015,F002737,F002810,42.15,56.71
C001697,S015,F002800,F002740,3.75,11.27
C001698,S015,F002766,F002797,22.17,34.99
C001699,S015,F002767,F002827,50.78,20.43
C001700,S015,F002812,F002748,121.53,18.41
C001701,S015,F002784,F002719,110.46,62.82
C001702,S015,F002698,F002749,50.72,58.72
C001703,S015,F002706,F002789,9.22,75.55
C001704,S015,F002852,F002861,64.05,62.41
C001705,S015,F002760,F002806,91.84,54.18
C001706,S015,F002832,F002839,203.75,29.06
C001707,S015,F002795,F002755,44.62,51.98
C001708,S015,F002811,F002763,20.22,46.27
C001709,S015,F002871,F002794,63.89,11.87
C001710,S015,F002806,F002877,145.84,11.51
C001711,S015,F002834,F002873,81.88,19.06
C001712,S015,F002868,F002724,125.46,89.5
C001713,S015,F002815,F002761,18.7,88.52
C001714,S015,F002826,F002707,146.82,23.1
C001715,S015,F002872,F002838,36.42,47.3
C001716,S015,F002824,F002855,178.57,65.97
C001717,S015,F002868,F002718,64.53,50.97
C001718,S015,F002760,F002866,228.34,50.8
C001719,S015,F002871,F002848,126.93,71.17
C001720,S015,F002756,F002812,106.8,33.27
C001721,S015,F002738,F002708,142.63,39.17
C001722,S015,F002785,F002744,76.07,58.27
C001723,S015,F002793,F002739,284.0,30.64
C001724,S015,F002787,F002799,73.83,79.08
C001725,S015,F002764,F002701,88.04,39.23
C001726,S015,F002713,F002844,35.23,55.04
C001727,S015,F002763,F002855,66.94,76.44
C001728,S015,F002816,F002860,59.46,6.32
C001729,S015,F002736,F002823,5.7,27.03
C001730,S015,F002860,F002737,39.37,15.58
C001731,S015,F002828,F002727,71.18,31.18
C001732,S015,F002707,F002739,28.13,54.44
C001733,S015,F002821,F002700,6.24,20.51
C001734,S015,F002792,F002695,81.67,11.86
C001735,S015,F002826,F002707,112.38,74.31
C001736,S016,F003019,F002944,95.19,11.26
C001737,S016,F002916,F002889,82.64,79.87
C001738,S016,F003037,F002940,225.89,50.46
C001739,S016,F003003,F003022,150.62,60.85
C001740,S016,F003047,F002921,108.38,45.68
C001741,S016,F002928,F003013,74.85,68.94
C001742,S016,F003047,F002915,25.99,8.58
C001743,S016,F002950,F003023,107.75,74.96
C001744,S016,F002900,F003050,79.11,31.83
C001745,S016,F002886,F002976,94.35,68.02
C001746,S016,F003042,F003039,313.96,19.23
C001747,S016,F003016,F002938,49.53,78.95
C001748,S016,F002904,F003010,13.28,62.54
C001749,S016,F003016,F003020,121.43,7.67
C001750,S016,F002903,F002934,73.55,26.84
C001751,S016,F003031,F002994,3.42,73.56
C001752,S016,F002918,F003020,46.57,41.94
C001753,S016,F003020,F002970,46.95,55.58
C001754,S016,F002943,F002914,169.62,14.94
C001755,S016,F003054,F002923,42.13,20.78
C001756,S016,F003007,F002932,81.42,28.43
C001757,S016,F002972,F002924,75.48,29.26
C001758,S016,F002956,F002933,47.92,57.28
C001759,S016,F002964,F002955,34.93,69.32
C001760,S016,F002887,F003021,88.29,47.63
C001761,S016,F002926,F002887,19.93,11.95
C001762,S016,F002916,F002958,33.67,55.12
C001763,S016,F003017,F003023,95.78,59.96
C001764,S016,F003016,F002943,366.0,88.68
C001765,S016,F002965,F002935,118.01,88.61
C001766,S016,F002988,F002906,69.79,77.45
C001767,S016,F003029,F002961,29.5,20.97
C001768,S016,F003008,F003003,56.15,81.76
C001769,S016,F003034,F002988,214.24,46.19
C001770,S016,F002884,F002997,135.0,85.22
C001771,S016,F003040,F002905,16.57,29.35
C001772,S016,F002937,F002992,132.65,50.46
C001773,S016,F003029,F002919,45.28,58.35
C001774,S016,F002946,F003047,20.9,58.4
C001775,S016,F003054,F003039,110.38,40.09
C001776,S016,F003011,F002935,152.46,10.58
C001777,S016,F002887,F003055,4.61,16.83
C001778,S016,F002970,F003010,87.34,77.29
C001779,S016,F003034,F002980,38.26,34.63
C001780,S016,F002964,F002899,210.21,29.0
C001781,S016,F003030,F003027,37.65,78.27
C001782,S016,F002914,F002881,90.4,29.31
C001783,S016,F003001,F002911,107.44,49.59
C001784,S016,F002977,F002894,15.22,52.11
C001785,S016,F002952,F002884,38.07,85.19
C001786,S016,F002960,F002933,100.61,73.31
C001787,S016,F002994,F003003,3.99,49.55
C001788,S016,F003004,F003012,81.11,83.29
C001789,S016,F002995,F002987,85.33,80.3
C001790,S016,F003018,F002910,89.44,71.91
C001791,S016,F002906,F002982,13.17,29.57
C001792,S016,F002942,F002994,211.32,34.02
C001793,S016,F003036,F003007,122.55,88.17
C001794,S016,F002931,F002904,207.03,27.5
C001795,S016,F003031,F002928,210.03,73.07
C001796,S016,F002923,F002942,85.2,87.79
C001797,S016,F003045,F003046,103.3,37.45
C001798,S016,F002957,F002881,115.87,40.62
C001799,S016,F002997,F003009,14.99,88.8
C001800,S016,F003017,F003025,170.74,89.79
C001801,S016,F002964,F002900,64.91,12.22
C001802,S016,F003048,F003020,43.36,46.45
C001803,S016,F002909,F002975,53.97,40.31
C001804,S016,F003007,F003047,20.93,81.01
C001805,S016,F002885,F002934,15.4,18.31
C001806,S016,F002930,F002942,208.33,15.77
C001807,S016,F003033,F002990,12.64,73.68
C001808,S016,F002900,F002979,80.72,22.79
C001809,S016,F002940,F002988,16.37,80.9
C001810,S016,F002993,F002966,153.36,21.16
C001811,S016,F002989,F003034,126.21,52.78
C001812,S016,F003030,F002982,85.99,46.08
C001813,S016,F003000,F003013,100.98,65.29
C001814,S016,F003043,F003022,52.03,50.03
C001815,S016,F003007,F002922,35.52,58.32
C001816,S016,F003045,F003054,5.72,89.25
